language,model,input,prediction,regex_scorer,human_label,judge_Qwen_Qwen2_5_7B_Instruct,judge_google_gemma_2_2b_it,judge_microsoft_Phi_3_mini_4k_instruct,judge_meta_llama_Llama_3_1_8B_Instruct
fa,SmolLM2-1_7B-Instruct,"از بین کلمات ""مهره"", ""آرنج"", ""شاید"", ""شکم"" و ""انگشت""، کدام کلمه بیشترین ارتباط را با ""قیدهای احتمال"" دارد؟",مهره در حالی که در حالتی که در ح,0,0,0,0,0,0
fa,gemma-3-4b,"از بین کلمات ""چوب"" و ""او"" کدام یک حروف کمتری دارد؟",چوب,0,0,1,1,1,0
fa,Llama-3_2-3B-Instruct,"کدام کلمه حروف کمتری دارد، ""خدمات"" یا ""کیلومتر""؟",(خدمات),1,1,1,1,0,1
fa,SmolLM2-1_7B-Instruct,"از کلمات ""صادقانه"" و ""صورت""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟",کدام کلمه به ترتیب حروف الفبا اول م,0,0,0,0,0,0
fa,SmolLM2-360M-Instruct,"آیا لیست [""پشت"", ""ساعد"", ""شانه"", ""پیشانی"", ""عضله""] فقط شامل بدن انسان است؟ به «بله» یا «خیر» پاسخ دهید.",یک دستیار مفید هستید. کوتاه و در,0,0,0,0,0,0
fa,gemma-3-4b,"کلمه ""فوراً"" به کدام حرف ختم می‌شود؟",ا,0,0,0,1,1,0
fa,SmolLM2-1_7B-Instruct,"کلمه ""مسی"" به کدام حرف ختم می‌شود؟","کلمه ""مسی"" به حرف ""م"" ختم می‌شود.",0,0,1,1,1,0
fa,SmolLM2-1_7B-Instruct,"اولین کلمهٔ جملهٔ ""رمانی را به عرش رساندن"" چیست؟","""رمانی را به عرش رساندن"" به عنوان یک",0,0,0,0,1,0
fa,Qwen2_5-1_5B-Instruct,"آیا لیست [""مرگ"", ""تولد"", ""تجربه"", ""پسوند"", ""زندگی""] فقط شامل زندگی است؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,1,1,1,0
fa,SmolLM2-360M-Instruct,"آیا هیچ یک از کلمات ""چکش"", ""گیتار"", ""شیر"", ""بیرون"" و ""دخترخاله"" از نوع خانواده هستند؟ با «بله» یا «خیر» پاسخ دهید.",یک دستیار مفید هستید. کوتاه و در,0,0,0,0,0,0
fa,SmolLM2-1_7B-Instruct,"یک جمله بدون استفاده از کلمه ""صادقانه"" بنویس","می‌خواهیم بدون استفاده از کلمه """,1,0,0,0,1,0
fa,Llama-3_2-3B-Instruct,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""خردلی"" یا ""خرداد""؟",خرداد,1,1,1,0,1,0
fa,salamandra-2b-instruct,"از بین کلمات ""خوک"" و ""مرکز"" کدام یک حروف بیشتری دارد؟",ustamata,0,0,0,0,0,0
fa,salamandra-2b-instruct,"از بین کلمات ""خواندن"", ""آمدن"", ""رفتن"", ""برگشتن"" و ""چرخیدن"" کدام کلمه بیشترین ارتباط را با کلمه ""افعال فعالیت"" دارد؟",ustamata,0,0,0,0,0,0
fa,Qwen2_5-1_5B-Instruct,"از بین کلمات زیر، کلمه‌ای را انتخاب کنید که کمترین ارتباط را با کلمه ""سازها"" دارد - ""مصدر"", ""ساکسوفون"", ""باتری"", ""دف"", ""طبل""","""دف""",0,0,1,1,1,1
fa,gemma-3-4b,از بین اعداد 260 و 553، عدد بزرگتر را بنویسید:,553,1,1,1,1,1,1
fa,gemma-3-1b,"از بین کلمات ""که"" و ""تنها"" کدام یک حروف کمتری دارد؟","""تنها""",0,0,0,1,1,0
fa,SmolLM2-360M-Instruct,"از کلمات ""زرشکی"" و ""فلفل""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟",یک دستیار مفید هستید. کوتاه و در,0,0,0,0,0,0
fa,gemma-3-1b,"کدام کلمه حروف بیشتری دارد، ""دریاچه"" یا ""فروشنده""؟","""دریاچه""",0,0,0,1,1,0
fa,ZharfaOpen-0309,"جمله‌ای بنویسید که با کلمه ""انگشت"" تمام شود:",انگشتان به عنوان ابزار اصلی برا,0,0,0,0,1,0
fa,ZharfaOpen-0309,"از بین کلمات زیر، کلمه‌ای را که بیشترین ارتباط را با کلمه ""جامعه"" دارد انتخاب کنید - ""شانه"", ""تاندون"", ""سینه"", ""دولت"", ""ساق""","کلمه ""جامعه"" بیشترین ارتباط را ب",0,0,0,0,1,0
fa,SmolLM2-1_7B-Instruct,"کلمه ای بنویسید که حرف اول آن ""ل"" باشد:",لیگینیت در زبان انگلیسی است. این ا,0,0,0,0,0,0
fa,salamandra-2b-instruct,"یک جمله بنویس که کلمه ""سریع"" را نداشته باشد",ustamata,0,0,0,0,0,0
fa,Llama-3_2-3B-Instruct,در جملهٔ «برای عبرت دیگران شاگردی را سخت تنبیه کردن»، کدام کلمه بلافاصله بعد از «دیگران» می‌آید؟,(شاگردی),1,1,0,1,0,1
fa,gemma-3-4b,"به ترتیب حروف الفبا، کدام یک از کلمات ""خون"" و ""دفتر"" اول می‌آید؟",دفتر,0,0,0,0,1,0
fa,Llama-3_2-3B-Instruct,"از بین کلمات ""بشریت"" و ""گاهی"" کدام یک حروف بیشتری دارد؟",(بشریت) 8 حروف دارد و (گاهی) 5 حروف دارد.,0,0,1,1,1,1
fa,Llama-3_1-8B-Instruct,"از بین کلمات ""پرداخت"" و ""طوفان"" کدام یک حروف کمتری دارد؟","in ""طوفان"" 5 حرف دارد و در ""پرداخت"" 7 حرف وجود دارد. بنابراین ""طوفان"" حروف کم",0,1,0,1,1,0
fa,EuroLLM-1_7B-Instruct,"کدام‌ یک با کلمه ""خودکار"" هم قافیه است، ""زندگی‌نامه‌ای"" یا ""آشکار"" ؟","بیشتر کدام‌ یک با کلمه ""خودکار"" هم قافیه است، ""زند",0,0,0,0,0,0
fa,Llama-3_2-3B-Instruct,"آخرین حرف کلمه ""حال"" چیست؟",(ال),0,0,0,1,0,1
fa,gemma-3-1b,"از بین کلمات ""ابرقهرمانی"" و ""ماسه""، کدام یک با ""منحنی"" هم قافیه است؟",ابرقهرمانی,1,1,1,0,0,0
fa,Llama-3_1-8B-Instruct,"کدام کلمه هم آوای ""داد""، ""قضا"" یا ""غذا"" است؟","in ""غذا"" و ""قضا"" و ""داد"" هم آوا هستند.",0,0,1,1,1,1
fa,salamandra-2b-instruct,"کدام‌ یک با کلمه ""کشتی"" هم قافیه است، ""حتی"" یا ""پزشک"" ؟",ustamata,0,0,0,0,0,0
fa,Qwen2_5-1_5B-Instruct,"آخرین کلمهٔ جملهٔ ""امیرعطا"" چیست؟","آخرین کلمهٔ جملهٔ ""امیرعطا"" یکی از کلمات فارسی است",0,0,0,1,1,1
fa,gemma-3-1b,"از بین کلمات ""نانوایی"", ""ترمینال"", "" آخرین"", ""مدرسه"" و ""زندان"" کدام کلمه کمترین ارتباط را با کلمه ""محل‌های کار"" دارد؟",نانوایی,0,0,0,0,0,1
fa,Qwen2_5-1_5B-Instruct,"از بین کلمات ""اگر"" و ""خارج"" کدام یک حروف کمتری دارد؟","""خارج"" حرف کمتری از ""اگر"" است.",0,0,0,1,1,1
fa,Qwen2_5-3B-Instruct,"آیا لیست [""کارخانه"", ""داروخانه"", ""مغازه"", ""اورژانس"", ""دانشگاه""] فقط شامل محل‌های کار است؟ به «بله» یا «خیر» پاسخ دهید.",خیر,0,0,1,1,0,1
fa,EuroLLM-1_7B-Instruct,"یک جمله بنویس که کلمه ""خودکار"" را در بر داشته باشد","بیشتری که کلمه ""خودکار"" را در بر داشته باشد، یک",1,1,0,0,1,0
fa,EuroLLM-1_7B-Instruct,"آخرین کلمهٔ جملهٔ ""با چکش میخ را به دیوار کوبیدم"" را بنویس","آخرین کلمهٔ جملهٔ ""با چکش میخ را به دیوار کوب",0,0,0,0,0,0
fa,gemma-3-1b,"کلمه‌ای بنویس که شامل حرف «ن» نباشد:
",نور,0,0,0,0,0,0
fa,SmolLM2-1_7B-Instruct,از بین اعداد 137 و 190، کدام بزرگتر است؟,137,0,0,0,0,0,0
fa,Qwen2_5-1_5B-Instruct,"از کلمات ""صندلی"" و ""شورت""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟",صندلی.,0,0,0,1,1,0
fa,Qwen2_5-1_5B-Instruct,"کلمه ای بنویسید که حرف اول آن ""ج"" باشد:",جواد,1,1,1,1,1,1
fa,SmolLM2-1_7B-Instruct,"کدام کلمه صدایش شبیه کلمه ""کشت""، ""ابارت"" یا ""عبارت"" است؟","کلمه ""کشت""، ""ابارت""، و ""عبارت""",0,0,0,1,1,0
fa,Llama-3_2-3B-Instruct,"آیا لیست [""ملت"", ""جامعه"", ""بشکه"", ""عضله"", ""گلو""] شامل هیچ پوشاک است؟ با «بله» یا «خیر» پاسخ دهید",(خیر),1,1,1,1,0,0
fa,SmolLM2-1_7B-Instruct,"در جمله ""او در درگاه توقف کرد تا تالار را برانداز کند""، کدام کلمه بلافاصله پس از کلمه ""درگاه"" آمده است؟","بلافاصله پس از کلمه ""درگاه"" آم",0,0,0,1,1,0
fa,ZharfaOpen-0309,"آیا همه کلمات ""بدنسازی"", ""پیری"", ""تولد"", ""حیات"" و ""پشم"" نشان‌دهنده زندگی هستند؟ به «بله» یا «خیر» پاسخ دهید.",بله.,0,0,1,0,1,0
fa,Llama-3_1-8B-Instruct,"جمله‌ای بنویسید که آخرین کلمه آن ""علاقه‌مند"" باشد:",من به یادگیری و رشد هر روز بیشتر علاقه‌مند.,1,1,1,1,1,1
fa,Llama-3_1-8B-Instruct,"آیا همه کلمات ""نظام"", ""ذرت"", ""مردم"", ""خیار"" و ""گروه"" از نوع جامعه هستند؟ به «بله» یا «خیر» پاسخ دهید.",inخیر,1,1,0,1,0,0
fa,gemma-3-4b,"کدام کلمه حروف بیشتری دارد، ""مغز"" یا ""قورباغه""؟",قورباغه,1,1,1,1,1,0
fa,Qwen2_5-1_5B-Instruct,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""شور"" یا ""یوگا""؟","""یوگا""",0,0,0,1,1,0
fa,Qwen2_5-3B-Instruct,"از کلمات ""شانه"" و ""صندوقدار""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟",صندوقدار,0,0,0,0,1,0
fa,gemma-3-4b,"از کلمات ""گران"" و ""قبل""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟",قبل,1,1,1,1,1,0
fa,Qwen2_5-3B-Instruct,"کدام کلمه با کلمه ""رنده"" هم قافیه است، ""مو"" یا ""نویسنده"" ؟",مو,0,0,1,1,1,0
fa,EuroLLM-1_7B-Instruct,"به ترتیب حروف الفبا، کدام یک از کلمات ""مدیر"" و ""انحصار"" اول می‌آید؟","به ترتیب حروف الفبا، کدام یک از کلمات ""مدیر"" و ""انحصار""",0,0,0,1,1,0
fa,gemma-3-1b,"کدام کلمه صدایش شبیه کلمه ""غالی""، ""قالی"" یا ""قالیچه"" است؟",غالی,1,0,1,1,1,0
fa,Llama-3_2-3B-Instruct,"از بین کلمات ""گرم"", ""یخچال"", ""بخاری"", ""مایکروویو"" و ""فریزر""، کدام کلمه کمترین ارتباط را با ""لوازم خانگی"" دارد؟",(یخچال),0,0,0,1,1,0
fa,SmolLM2-1_7B-Instruct,"کدام کلمه حروف کمتری دارد، ""مشخص"" یا ""روی""؟","کلمه حروف کمتری دارد، ""مشخص",0,0,0,1,1,0
fa,ALLaM-7B-Instruct-preview,"از بین کلمات ""قادر"" و ""دریاچه"" کدام یک حروف کمتری دارد؟",قادر,0,1,1,1,1,0
fa,ZharfaOpen-0309,"در جمله ""او را به مدرسهی ویژه فرستادند تا سلیقه و رفتارش پیراسته شود""، کدام کلمه بلافاصله قبل از کلمه ""به"" آمده است؟","کلمه قبل از ""به"" در این جمله ""او""",0,0,0,1,0,0
fa,ZharfaOpen-0309,"آیا لیست [""ضمیر"", ""بازار"", ""معلوم"", ""قید"", ""اسم""] فقط شامل دسته‌های دستوری است؟ به «بله» یا «خیر» پاسخ دهید.",خیر.,1,1,1,1,1,0
fa,gemma-3-1b,"کلمه ای بنویسید که با حرف ""ن"" شروع شود:",نفس,1,1,1,1,1,1
fa,EuroLLM-1_7B-Instruct,"آیا لیست [""اتو"", ""سالمند"", ""استودیو"", ""نظام"", ""صفت""] شامل هیچ دسته‌های دستوری است؟ با «بله» یا «خیر» پاسخ دهید","با ""بله"" یا ""خیر"" پاسخ دهید، یک دستوری است ک",0,0,0,0,0,0
fa,SmolLM2-360M-Instruct,"آخرین حرف کلمه ""شهریور"" را بنویسید","آخرین حرف کلمه ""شهریور"" را بنو",0,0,0,1,1,0
fa,Llama-3_1-8B-Instruct,"از کلمات ""بین"" و ""بینی""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟",in بین و biny بینی,0,0,0,1,0,0
fa,salamandra-2b-instruct,کدام عدد بزرگتر است، 63 یا 260؟,ustamata,0,0,0,0,0,0
fa,Llama-3_1-8B-Instruct,"آیا همه کلمات ""لباس"", ""پیراهن"", ""جودو"", ""شلوارک"" و ""سوتین"" نشان‌دهنده پوشاک هستند؟ به «بله» یا «خیر» پاسخ دهید.",بله,0,0,1,1,1,1
fa,salamandra-2b-instruct,"کلمه ای بنویسید که با ""ظ"" شروع شود:",آزقي جنسی به طور ص,0,0,0,0,0,0
fa,gemma-3-1b,از بین اعداد 274 و 565، کدام کوچکتر است؟,274,1,1,1,0,0,0
fa,Qwen2_5-3B-Instruct,"به ترتیب حروف الفبا، کدام یک از کلمات ""نانوا"" و ""هویت"" اول می‌آید؟",هویت,0,0,0,1,1,0
fa,Qwen2_5-3B-Instruct,"کلمه ""بیستم"" به کدام حرف ختم می‌شود؟","بیستم به کلمه ""بیست"" ختم می‌شود.",0,0,0,0,1,0
fa,gemma-3-1b,"آیا همه کلمات ""خیار"", ""کاهو"", ""چغندر"", ""پیاز"" و ""کلم"" از نوع سبزیجات هستند؟ به «بله» یا «خیر» پاسخ دهید.",بله.,1,1,1,1,1,0
fa,EuroLLM-1_7B-Instruct,"از بین دو کلمه ""لیمو	"" و ""فاتر""، کدام یک صدایش بیشتر شبیه ""فاطر"" است؟","از بین دو کلمه ""لیمو	"" و ""فاتر""، کدام یک صدایش ب",0,0,0,0,0,0
fa,Qwen2_5-3B-Instruct,"آیا همه کلمات ""بانو"", ""سالمند"", ""پسر"", ""فرد"" و ""کودک"" از نوع مردم هستند؟ به «بله» یا «خیر» پاسخ دهید.",خیر,0,0,1,1,1,0
fa,SmolLM2-1_7B-Instruct,"کدام کلمه با کلمه ""جدی"" هم قافیه است، ""کاراته"" یا ""بعدی"" ؟","""جدی"" و ""کاراته"" هم قافیه است. این",0,0,0,1,1,0
fa,SmolLM2-1_7B-Instruct,"آیا لیست [""عدد"", ""حجم"", ""جفت"", ""روز"", ""گرم""] فقط شامل واحدهای اندازه‌گیری است؟ به «بله» یا «خیر» پاسخ دهید.",بله.,0,0,1,1,1,0
fa,ZharfaOpen-0309,"در جمله ""او با دزدان و آدمکشان محشور شد""، کدام کلمه بلافاصله قبل از کلمه ""محشور"" آمده است؟","کلمه ""با""",0,0,1,1,1,1
fa,Qwen2_5-3B-Instruct,"آیا هیچ یک از کلمات ""گیتار"", ""موتور"", ""شاهین"", ""شهرداری"" و ""فوتسال"" از نوع بلایای طبیعی هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,1,1,0,1,1,1
fa,SmolLM2-360M-Instruct,"کدام کلمه طولانی‌تر است، ""لغزیدن"" یا ""قنادی""؟",لغزیدن، در دستیار مفید هستید.,0,0,0,0,1,0
fa,ZharfaOpen-0309,"آیا لیست [""آتش‌سوزی"", ""پژوهشگاه"", ""مکان"", ""خانوادگی"", ""قهوه‌ای""] شامل هیچ دسته‌های دستوری است؟ با «بله» یا «خیر» پاسخ دهید",خیر.,1,1,1,1,0,0
fa,SmolLM2-1_7B-Instruct,"در جمله ""به درخواستنامههای عضویت رسیدگی کردن"" کدام کلمه درست قبل از ""کردن"" آمده است؟",به درخواستنامههای عضویت رسیدگی,0,0,0,0,1,0
fa,salamandra-2b-instruct,"آخرین کلمهٔ جملهٔ ""او سالیان درازی را به خاطر داشت"" را بنویس",ustamata,0,0,0,0,0,0
fa,gemma-3-4b,"آیا همه کلمات ""ابریشم"", ""آلومینیوم"", ""سنگ"", ""گاز"" و ""سیمان"" نشان‌دهنده مواد هستند؟ به «بله» یا «خیر» پاسخ دهید.",بله,1,1,1,1,1,0
fa,EuroLLM-1_7B-Instruct,"جمله‌ای بنویسید که آخرین کلمه آن ""صنعت"" باشد:",شما یک دستیار مفید هستید. کوتاه و درست پاسخ دهی,0,0,0,0,1,0
fa,SmolLM2-360M-Instruct,کدام عدد کوچکتر است، 300 یا 197؟,یک دستیار مفید هستید. کوتاه و در,0,0,0,0,0,0
fa,Llama-3_2-3B-Instruct,"آیا همه کلمات ""ساحل"", ""دشت"", ""طبیعت"", ""تالاب"" و ""دره"" از نوع جغرافیا هستند؟ به «بله» یا «خیر» پاسخ دهید.",(خیر),0,0,1,1,1,0
fa,Qwen2_5-1_5B-Instruct,"کدام‌ یک با کلمه ""فاصله"" هم قافیه است، ""بیشتر"" یا ""جمله"" ؟","""فاصله"" هم قافیه است.",0,0,0,1,1,0
fa,gemma-3-4b,"آیا لیست [""جنتلمن"", ""آلومینیوم"", ""جفت"", ""کتان"", ""خط""] شامل هیچ مواد است؟ با «بله» یا «خیر» پاسخ دهید",بله,1,1,1,1,1,0
fa,gemma-3-4b,"آیا همه کلمات ""پدر"", ""دایی"", ""دخترعمو"", ""خاله"" و ""دخترعمه"" نشان‌دهنده خانواده هستند؟ به «بله» یا «خیر» پاسخ دهید.",بله,1,1,1,1,1,0
fa,ALLaM-7B-Instruct-preview,در جملهٔ «جاهطلبی مکبث را وادار به کشتن شاه کرد»، کدام کلمه بلافاصله بعد از «به» می‌آید؟,کشتن,0,1,1,1,1,1
fa,Qwen2_5-1_5B-Instruct,"یک جمله بنویس که کلمه ""کشیدن"" را در بر داشته باشد","""کشیدن"" یکی از کلمات کاربردی است که در موارد مختلف استفاده م",1,1,0,0,0,1
fa,EuroLLM-1_7B-Instruct,"در جملهٔ ""جسد مومیایی شدهی مصری""، اولین کلمه چیست؟","در جملهٔ ""جسد مومیایی شدهی مصری""، اولین کلمه چ",0,0,0,0,1,0
fa,ZharfaOpen-0309,"کلمه ""مردن"" به کدام حرف ختم می‌شود؟","کلمه ""مردن"" به حرف ""ن"" ختم می‌شود.",0,1,1,1,1,1
fa,Qwen2_5-3B-Instruct,"جمله‌ای بنویسید که با ""شهروند"" تمام شود:",شهروند این کشور است.,0,0,1,1,1,1
fa,gemma-3-1b,"جمله‌ای بنویسید که با کلمه ""روسری"" تمام شود:",روسری به یک وسیله پوششی است که برای محافظت از گردن و سر استفاده می‌شود.,0,0,0,0,1,1
fa,Llama-3_1-8B-Instruct,"کلمه‌ای بنویس بدون استفاده از حرف «ر»:
","کلمه ""موسسه"" بدون استفاده از حرف ""ر"" است.",0,1,0,1,1,0
fa,Qwen2_5-3B-Instruct,"از بین کلمات ""حتی"" و ""پزشک""، کدام یک با ""کشتی"" هم قافیه است؟",حتی,1,0,1,1,0,0
fa,Llama-3_2-3B-Instruct,"آیا همه کلمات ""درام"", ""جنایی"", ""هیجان‌انگیز"", ""مستند"" و ""انیمیشن"" نشان‌دهنده ژانرهای فیلم هستند؟ به «بله» یا «خیر» پاسخ دهید.",خیر,0,0,1,1,1,0
fa,Qwen2_5-3B-Instruct,"آیا لیست [""اجتماع"", ""آتش‌سوزی"", ""اورژانس"", ""ذرت"", ""زلزله""] شامل هیچ بلایای طبیعی است؟ با «بله» یا «خیر» پاسخ دهید",خیر,0,0,1,1,0,0
fa,Qwen2_5-1_5B-Instruct,"از کلمات ""صدم"" و ""صفر""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟","""صدم"" به ترتیب حروف الفبا اول می‌آید.",0,1,0,0,1,0
fa,gemma-3-1b,کلمه‌ای بنویس با استفاده از حرف «ز»,زهر.,1,1,1,1,1,1
fa,SmolLM2-1_7B-Instruct,"کلمه‌ای بنویس که شامل حرف «خ» نباشد:
",کلمه‌ای بنویس که شامل حرف «خ»,0,0,0,0,0,0
fa,Llama-3_2-3B-Instruct,"کدام کلمه حروف بیشتری دارد، ""یازده"" یا ""گمرک""؟",(یازده),1,1,0,1,1,0
fa,SmolLM2-360M-Instruct,"از بین دو کلمه ""سور"" و ""صدا""، کدام یک صدایش بیشتر شبیه ""صور"" است؟",یک دستیار مفید هستید. کوتاه و در,0,0,0,0,0,0
fa,gemma-3-4b,"از بین کلمات ""یازده"" و ""معمولی""، کدام یک با ""سیزده"" هم قافیه است؟",معمولی,0,0,0,1,0,0
fa,ZharfaOpen-0309,"از کلمات ""وزنه‌"" و ""طبق""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟","کلمه ""وزنه‌"" به ترتیب حروف الفبا ا",0,0,0,0,1,0
fa,SmolLM2-360M-Instruct,"از بین کلمات زیر، کلمه‌ای را که بیشترین ارتباط را با کلمه ""لوازم خانگی"" دارد انتخاب کنید - ""چشیدن"", ""فر"", ""شنیدن"", ""لمسیدن"", ""لرزیدن""",یک دستیار مفید هستید. کوتاه و در,0,0,0,0,0,0
fa,Llama-3_2-3B-Instruct,"آیا هیچ یک از کلمات ""کارخانه"", ""انگشت"", ""بلند"", ""کیلومتر"" و ""رسوم"" نشان دهنده ورزش هستند؟ با «بله» یا «خیر» پاسخ دهید.",(خیر),1,1,0,1,0,1
fa,Llama-3_2-3B-Instruct,"حرف اول کلمه ""وزنه‌"" را بنویسید",و,1,1,0,0,0,1
fa,gemma-3-4b,"کلمه ای بنویسید که حرف اول آن ""خ"" باشد:",خوشحال,1,1,1,1,1,1
fa,ZharfaOpen-0309,"در جمله ""خانه دار هستم""،کدام کلمه درست بعد از کلمه ""دار"" آمده است؟","کلمه درست بعد از کلمه ""دار"" در ج",0,0,0,0,1,0
fa,SmolLM2-1_7B-Instruct,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""دندانپزشک"" یا ""سازمان""؟","""دندانپزشک"" است.",0,0,0,1,1,0
fa,Llama-3_2-3B-Instruct,"یک جمله بنویس که شامل کلمه ""امضا"" نباشد",کلمه امضا در این جمله استفاده شده است.,0,0,0,0,0,0
fa,EuroLLM-1_7B-Instruct,"به ترتیب حروف الفبا، کدام یک از کلمات ""قرمز"" و ""توزیع"" اول می‌آید؟","به ترتیب حروف الفبا، کدام یک از کلمات ""قرمز"" و ""توزیع",0,0,0,0,1,0
fa,gemma-3-1b,"یک جمله بنویس که شامل کلمه ""چوگان"" باشد",چوگان، یک موجود افسانه‌ای در سرزمین‌های دوردست است.,1,1,1,1,1,0
fa,SmolLM2-1_7B-Instruct,"آیا لیست [""پیلاتس"", ""هندبال"", ""بدنسازی"", ""ماراتن"", ""کونگ‌فو""] فقط شامل ورزش است؟ به «بله» یا «خیر» پاسخ دهید.",بله.,1,1,1,1,1,0
fa,Llama-3_1-8B-Instruct,"از بین کلمات ""کراس‌فیت"" و ""گلو"" کدام یک حروف بیشتری دارد؟","کلمه ""کراس‌فیت"" حروف بیشتری دارد.",0,1,1,0,1,0
fa,SmolLM2-1_7B-Instruct,"جمله‌ای بنویسید که با ""به"" شروع شود",به خوبی شما دربارهٔ خوبی باشید.,1,1,0,0,1,0
fa,salamandra-2b-instruct,"کدام کلمه حروف بیشتری دارد، ""همکاری"" یا ""ماسه""؟",نقطه الزمین,0,0,0,0,0,0
fa,SmolLM2-360M-Instruct,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""قایق"" یا ""آرام""؟",به ترتیب حروف الفبا، کدام کلمه ا,0,0,0,0,0,0
fa,EuroLLM-1_7B-Instruct,از بین اعداد 66 و 547، کدام کوچکتر است؟,"از بین اعداد 66 و 547، کدام کوچکتر است؟ 
از بین",0,0,0,0,1,0
fa,salamandra-2b-instruct,"یک جمله بنویس که کلمه ""گونه"" را در بر داشته باشد",ustamata,0,0,0,0,0,0
fa,gemma-3-4b,"از بین کلمات ""انحصار"", ""همیشه"", ""پول"", ""تقاضا"" و ""شرکت"" کدام کلمه کمترین ارتباط را با کلمه ""اقتصاد"" دارد؟",همیشه,1,1,0,1,1,0
fa,Llama-3_2-3B-Instruct,"جمله‌ای بنویسید که با ""به"" شروع شود",(به عنوان یک دستیار مفید، می‌توانم برای شما خدمات مختلفی ارائه دهم.),1,1,0,0,0,1
fa,Llama-3_1-8B-Instruct,"از کلمات ""رنده"" و ""زیرا""، کدام کلمه به ترتیب حروف الفبا اول می‌آید؟","in ""رنده"" و ""زیرا""، ""رنده"" به ترتیب حروف الفبا اول می‌آید.",0,0,0,1,1,0
fa,EuroLLM-1_7B-Instruct,"یک جمله بنویس که کلمه ""رفتن"" را در بر داشته باشد",شما یک دستیار مفید هستید. کوتاه و درست پاسخ دهی,0,0,0,0,0,0
fa,Llama-3_2-3B-Instruct,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""مهربانانه"" یا ""عمومی""؟","""عمومی""",1,1,0,1,1,0
fa,gemma-3-1b,"آیا هیچ یک از کلمات ""ران"", ""جزیره"", ""نقطه"", ""پذیرایی"" و ""پوست"" نشان دهنده خانه هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,0,0,1,1,1,1
fa,Llama-3_1-8B-Instruct,"یک جمله بنویس که کلمه ""معمایی"" را در بر داشته باشد",معمایی بودن یک پدیده یا رویداد به معنای عدم توضیح یا توجیه منطقی و علمی آن است.,1,1,1,0,1,1
fa,Qwen2_5-3B-Instruct,"آیا همه کلمات ""مفصل"", ""عصب"", ""تجارت"", ""مچ"" و ""آرنج"" از نوع بدن انسان هستند؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,1,1,1,0
fa,SmolLM2-360M-Instruct,"آیا لیست [""مستند"", ""گرم"", ""تن"", ""تراز"", ""کوهستان""] شامل هیچ واحدهای اندازه‌گیری است؟ با «بله» یا «خیر» پاسخ دهید",یک دستیار مفید هستید. کوتاه و در,0,0,0,0,0,0
fa,SmolLM2-360M-Instruct,"در جمله ""آیا می توانید او را توصیف کنید؟""، کدام کلمه درست پیش از کلمه ""را"" آمده است؟","در جمله ""آیا می توانید او را توصیف",0,0,0,0,1,0
fa,EuroLLM-1_7B-Instruct,"از بین کلمات ""نهم"", ""اول"", ""سوم"", ""هشتم"" و ""جلویی""، کدام کلمه کمترین ارتباط را با ""صفت‌های ترتیبی"" دارد؟","از بین کلمات ""نهم"", ""اول"", ""سوم"", ""هشتم"" و ""جلویی"", ک",0,0,0,0,0,0
fa,Qwen2_5-3B-Instruct,"آیا هیچ یک از کلمات ""مردمک"", ""برادر"", ""مرد"", ""اسم"" و ""قنادی"" از نوع اقتصاد هستند؟ با «بله» یا «خیر» پاسخ دهید.",خیر,1,1,0,1,1,1
fa,gemma-3-4b,"آیا لیست [""بیابان"", ""کوه"", ""پنجره"", ""ماهی"", ""قاره""] فقط شامل جغرافیا است؟ به «بله» یا «خیر» پاسخ دهید.",خیر,1,1,1,1,1,0
fa,ZharfaOpen-0309,کدام عدد کوچکتر است، 595 یا 344؟,344 کوچکتر از 595 است.,0,0,1,1,1,1
fa,salamandra-2b-instruct,"به ترتیب حروف الفبا، کدام کلمه اول می‌آید، ""حکومت"" یا ""نویسنده""؟",حکومت,1,1,1,1,1,0
fa,Llama-3_1-8B-Instruct,"به ترتیب حروف الفبا، کدام یک از کلمات ""شیشه"" و ""صندوقدار"" اول می‌آید؟","اولین حرف کلمه ""شیشه"" ""ش"" است و کلمه ""صندوقدار"" ""ص"" است. بنابراین ""ص"" قبل",0,0,0,1,1,1
fa,salamandra-2b-instruct,"کدام‌ یک با کلمه ""سیمان"" هم قافیه است، ""فروشنده"" یا ""ساختمان"" ؟",سیمان: فروشنده,0,0,0,1,1,0
